Class	COG	Word	Label	Count
Core and intermediate	C	thiolesterase catalyzes hydrolysis s-d- lactoyl-glutathione form glutathione d-lactic acid	thiolesterase catalyzes hydrol	1
Core and intermediate	C	formate hydrogenlyase complex iron-sulfur	formate hydrogenlyase complex 	1
Core and intermediate	C	flavin oxidoreductase	flavin oxidoreductase	2
Core and intermediate	C	uses nadh detoxify nitric oxide protecting several 4fe-4s no-sensitive enzymes. 2 reductase partners one norw flavorubredoxin reductase identified. probably binds di-iron center	uses nadh detoxify nitric oxid	1
Core and intermediate	C	hydrogenase 4 b	hydrogenase 4 b	1
Core and intermediate	C	nad-dependent malic enzyme	nad-dependent malic enzyme	1
Core and intermediate	C	electron transfer flavoprotein	electron transfer flavoprotein	4
Core and intermediate	C	c4-dicarboxylate transporter dcuc	c4-dicarboxylate transporter d	1
Core and intermediate	C	plays role nitrite reduction	plays role nitrite reduction	1
Core and intermediate	C	ferredoxin-nadp reductase	ferredoxin-nadp reductase	1
Core and intermediate	C	catalyzes reduction hydroxylamine form nh3 h2o	catalyzes reduction hydroxylam	1
Core and intermediate	C	dimethyl sulfoxide reductase	dimethyl sulfoxide reductase	2
Core and intermediate	C	hydrogenase 4	hydrogenase 4	4
Core and intermediate	C	galactitol-1-phosphate dehydrogenase	galactitol-1-phosphate dehydro	1
Core and intermediate	C	fumarate hydratase class ii	fumarate hydratase class ii	1
Core and intermediate	C	malate l-lactate dehydrogenase	malate l-lactate dehydrogenase	1
Core and intermediate	C	k01512 acylphosphatase ec 3.6.1.7	k01512 acylphosphatase ec 3.6.	1
Core and intermediate	C	electron transfer flavoprotein-ubiquinone oxidoreductase	electron transfer flavoprotein	1
Core and intermediate	C	formate acetyltransferase	formate acetyltransferase	2
Core and intermediate	C	succinate dehydrogenase flavoprotein	succinate dehydrogenase flavop	1
Core and intermediate	C	isoquinoline 1-oxidoreductase alpha	isoquinoline 1-oxidoreductase 	1
Core and intermediate	C	hydrogenase 3 large	hydrogenase 3 large	1
Core and intermediate	C	quinol dehydrogenase periplasmic component	quinol dehydrogenase periplasm	1
Core and intermediate	C	responsible transport dicarboxylates such succinate fumarate malate periplasm membrane	responsible transport dicarbox	2
Core and intermediate	C	iron-sulfur cluster binding	iron-sulfur cluster binding	1
Core and intermediate	C	catalyzes desulfonation aliphatic sulfonates	catalyzes desulfonation alipha	3
Core and intermediate	C	nitrate reductase 2 gamma	nitrate reductase 2 gamma	2
Core and intermediate	C	required nitrogen fixation. part membrane complex functioning intermediate electron transport nitrogenase	required nitrogen fixation. pa	4
Core and intermediate	C	tartrate dehydrogenase	tartrate dehydrogenase	1
Core and intermediate	C	iron-containing alcohol dehydrogenase	iron-containing alcohol dehydr	1
Core and intermediate	C	vanillate o-demethylase oxidoreductase	vanillate o-demethylase oxidor	1
Core and intermediate	C	citrate synthase	citrate synthase	2
Core and intermediate	C	ethanolamine utilization eutk	ethanolamine utilization eutk	1
Core and intermediate	C	nadh dehydrogenase f	nadh dehydrogenase f	1
Core and intermediate	C	mosc domain-containing	mosc domain-containing	1
Core and intermediate	C	aldo keto reductase	aldo keto reductase	2
Core and intermediate	C	nitrate reductase 2 alpha	nitrate reductase 2 alpha	1
Core and intermediate	C	electron transfer flavoprotein-quinone	electron transfer flavoprotein	1
Core and intermediate	C	respiratory nitrate reductase 2 delta chain	respiratory nitrate reductase 	1
Core and intermediate	C	forms oxaloacetate four-carbon dicarboxylic acid source tricarboxylic acid cycle	forms oxaloacetate four-carbon	1
Core and intermediate	C	l-lactate permease	l-lactate permease	1
Core and intermediate	C	catalytic periplasmic nitrate reductase nap. expressed high levels aerobic growth. napab complex receives electrons membrane-anchored tetraheme napc thus allowing electron flow between membrane periplasm. essential nitrate assimilation role anaerobic metabolism	catalytic periplasmic nitrate 	1
Core and intermediate	C	lyase containing heat-repeat	lyase containing heat-repeat	1
Core and intermediate	C	glycolate oxidase iron-sulfur	glycolate oxidase iron-sulfur	1
Core and intermediate	C	aldehyde ferredoxin oxidoreductase	aldehyde ferredoxin oxidoreduc	1
Core and intermediate	C	citrate lyase beta	citrate lyase beta	1
Core and intermediate	C	nitrate reductase alpha	nitrate reductase alpha	1
Core and intermediate	C	nadh ubiquinone oxidoreductase 20 kda	nadh ubiquinone oxidoreductase	1
Core and intermediate	C	glycolate oxidase fad binding	glycolate oxidase fad binding	1
Core and intermediate	C	formate dehydrogenase beta	formate dehydrogenase beta	2
Core and intermediate	C	cytochrome b561	cytochrome b561	1
Core and intermediate	C	formate dehydrogenase	formate dehydrogenase	11
Core and intermediate	C	phsc homolog	phsc homolog	1
Core and intermediate	C	alcohol dehydrogenase	alcohol dehydrogenase	11
Core and intermediate	E	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	phosphoribosylformimino-5-amin	1
Core and intermediate	E	part abc transporter complex potabcd involved spermidine putrescine import. responsible energy coupling transport	part abc transporter complex p	2
Core and intermediate	E	involved glutamate-dependent acid resistance. imports glutamate inside simultaneously exporting periplasm gaba produced gada gadb. gad helps maintain near-neutral intracellular ph cells exposed extremely acidic conditions. ability survive transit through acidic conditions stomach essential successful colonization mammalian host commensal pathogenic bacteria	involved glutamate-dependent a	1
Core and intermediate	E	dd-heptose 17-bisphosphate phosphatase	dd-heptose 17-bisphosphate pho	1
Core and intermediate	E	glutamine abc transporter periplasmic	glutamine abc transporter peri	1
Core and intermediate	E	l-threonine 3-dehydrogenase	l-threonine 3-dehydrogenase	2
Core and intermediate	E	o-acetylserine cysteine export	o-acetylserine cysteine export	1
Core and intermediate	E	glycine betaine l-proline transport permease	glycine betaine l-proline tran	1
Core and intermediate	E	abc transporter atp-binding	abc transporter atp-binding	2
Core and intermediate	E	catalyzes atp-dependent phosphorylation l- homoserine l-homoserine phosphate	catalyzes atp-dependent phosph	1
Core and intermediate	E	4-aminobutyrate aminotransferase	4-aminobutyrate aminotransfera	2
Core and intermediate	E	alpha responsible aldol cleavage indoleglycerol phosphate indole glyceraldehyde 3- phosphate	alpha responsible aldol cleava	1
Core and intermediate	E	cysteine synthase	cysteine synthase	1
Core and intermediate	E	phosphoribosyl-amp cyclohydrolase	phosphoribosyl-amp cyclohydrol	1
Core and intermediate	E	amino acid transport ii carrier	amino acid transport ii carrie	1
Core and intermediate	E	conversion glycerol 3-phosphate dihydroxyacetone. uses fumarate nitrate electron acceptor	conversion glycerol 3-phosphat	1
Core and intermediate	E	methylenetetrahydrofolate reductase	methylenetetrahydrofolate redu	1
Core and intermediate	E	catalyzes alphabeta-elimination reaction d- cysteine several d-cysteine derivatives. defense mechanism against d-cysteine	catalyzes alphabeta-eliminatio	1
Core and intermediate	E	aminopeptidase n	aminopeptidase n	1
Core and intermediate	E	aminopeptidase p	aminopeptidase p	1
Core and intermediate	E	ethanolamine ammonia-lyase small	ethanolamine ammonia-lyase sma	1
Core and intermediate	E	cystathionine gamma-synthase	cystathionine gamma-synthase	1
Core and intermediate	E	d-serine deaminase	d-serine deaminase	1
Core and intermediate	E	peptidyl-dipeptidase dcp	peptidyl-dipeptidase dcp	1
Core and intermediate	E	diaminopropionate ammonia-lyase	diaminopropionate ammonia-lyas	1
Core and intermediate	E	aminotransferase class ii	aminotransferase class ii	3
Core and intermediate	E	oxalyl-coa decarboxylase	oxalyl-coa decarboxylase	1
Core and intermediate	E	probably plays important role intracellular peptide degradation	probably plays important role 	1
Core and intermediate	E	reactivating factor ethanolamine ammonia lyase	reactivating factor ethanolami	1
Core and intermediate	E	converts glutamate gamma-aminobutyrate gaba consuming one intracellular proton reaction. gad helps maintain near-neutral intracellular ph cells exposed extremely acidic conditions. ability survive transit through acidic conditions stomach essential successful colonization mammalian host commensal pathogenic bacteria	converts glutamate gamma-amino	2
Core and intermediate	E	phosphoserine phosphatase	phosphoserine phosphatase	1
Core and intermediate	E	aminobenzoyl-glutamate utilization	aminobenzoyl-glutamate utiliza	2
Core and intermediate	E	aromatic amino acid aminotransferase	aromatic amino acid aminotrans	1
Core and intermediate	E	2-hydroxyglutaryl-coa dehydratase	2-hydroxyglutaryl-coa dehydrat	1
Core and intermediate	E	nag kinase	nag kinase	1
Core and intermediate	E	cytochrome dehydrogenase	cytochrome dehydrogenase	1
Core and intermediate	E	l-asparagine permease	l-asparagine permease	1
Core and intermediate	E	involved pyrimidine base degradation. catalyzes physiologically reduction uracil 56-dihydrouracil dhu using nadh specific cosubstrate. catalyzes reverse reaction reduction thymine 56- dihydrothymine dht	involved pyrimidine base degra	1
Core and intermediate	E	acetolactate synthase small	acetolactate synthase small	1
Core and intermediate	E	igps catalyzes conversion prfar glutamine igp aicar glutamate. hish provides glutamine amidotransferase activity produces ammonia necessary hisf synthesis igp aicar	igps catalyzes conversion prfa	1
Core and intermediate	E	glutathionylspermidine synthase	glutathionylspermidine synthas	1
Core and intermediate	E	sodium proline symporter	sodium proline symporter	1
Core and intermediate	E	catalyzes last two steps biosynthesis 5- methylaminomethyl-2-thiouridine mnm5s2u wobble position u34 trna. catalyzes fad-dependent demodification cmnm5s2u34 nm5s2u34 followed transfer methyl group s-adenosyl-l-methionine nm5s2u34 form mnm5s2u34	catalyzes last two steps biosy	1
Core and intermediate	E	oligopeptide abc transporter periplasmic oligopeptide-binding	oligopeptide abc transporter p	1
Core and intermediate	E	inner membrane transporter yjem	inner membrane transporter yje	1
Core and intermediate	E	catalyzes nad-dependent reduction succinylglutamate semialdehyde succinylglutamate	catalyzes nad-dependent reduct	1
Core and intermediate	E	carbamate kinase	carbamate kinase	2
Core and intermediate	E	5-enolpyruvylshikimate-3-phosphate synthase	5-enolpyruvylshikimate-3-phosp	1
Core and intermediate	E	gaba permease	gaba permease	1
Core and intermediate	E	acetylornithine aminotransferase	acetylornithine aminotransfera	1
Core and intermediate	E	type dhqase	type dhqase	1
Core and intermediate	E	lysine 23-aminomutase	lysine 23-aminomutase	1
Core and intermediate	E	indole-3-glycerol phosphate synthase	indole-3-glycerol phosphate sy	1
Core and intermediate	E	degt dnrj eryc1 strs aminotransferase	degt dnrj eryc1 strs aminotran	1
Core and intermediate	E	inner membrane yjeh	inner membrane yjeh	1
Core and intermediate	E	peptide transport periplasmic	peptide transport periplasmic	1
Core and intermediate	E	aspartate racemase	aspartate racemase	1
Core and intermediate	E	bifunctional glutathionylspermidine amidase glutathionylspermidine synthetase	bifunctional glutathionylsperm	1
Core and intermediate	E	catalyzes production spermidine putrescine decarboxylated s-adenosylmethionine dcsam serves aminopropyl donor	catalyzes production spermidin	1
Core and intermediate	E	transforms n2-succinylglutamate succinate glutamate	transforms n2-succinylglutamat	1
Core and intermediate	E	fructose-like pts enzyme iibc component	fructose-like pts enzyme iibc 	1
Core and intermediate	E	stereospecific condensation phosphoenolpyruvate pep d-erythrose-4-phosphate e4p giving rise 3-deoxy-d- arabino-heptulosonate-7-phosphate dahp	stereospecific condensation ph	1
Core and intermediate	E	inner membrane transporter yicl	inner membrane transporter yic	1
Core and intermediate	E	extracellular solute-binding 5	extracellular solute-binding 5	1
Core and intermediate	E	glutaminase ec 3.5.1.2	glutaminase ec 3.5.1.2	2
Core and intermediate	E	murein peptide amidase	murein peptide amidase	1
Core and intermediate	E	catalyzes hydrolysis n2-succinylarginine n2-succinylornithine ammonia co2	catalyzes hydrolysis n2-succin	1
Core and intermediate	E	spermidine n1-acetyltransferase	spermidine n1-acetyltransferas	1
Core and intermediate	E	asparagine synthetase	asparagine synthetase	1
Core and intermediate	E	bifunctional chorismate mutase prephenate dehydrogenase	bifunctional chorismate mutase	1
Core and intermediate	E	nitrogen regulatory pii	nitrogen regulatory pii	2
Core and intermediate	E	catalyzes sequential nad-dependent oxidations l- histidinol l-histidinaldehyde l-histidine	catalyzes sequential nad-depen	1
Core and intermediate	E	anthranilate synthase component ii	anthranilate synthase componen	1
Core and intermediate	E	allantoate amidohydrolase	allantoate amidohydrolase	1
Core and intermediate	E	putrescine abc transporter	putrescine abc transporter	2
Core and intermediate	E	pyridoxal phosphate binding	pyridoxal phosphate binding	1
Core and intermediate	E	acetylornithine deacetylase	acetylornithine deacetylase	1
Core and intermediate	E	glycine betaine transporter periplasmic	glycine betaine transporter pe	1
Core and intermediate	E	n-acetyl-glutamate semialdehyde dehydrogenase	n-acetyl-glutamate semialdehyd	1
Core and intermediate	E	amino acid amine transport	amino acid amine transport	1
Core and intermediate	E	putrescine transporter	putrescine transporter	1
Core and intermediate	E	homoserine o-transsuccinylase	homoserine o-transsuccinylase	1
Core and intermediate	E	glycine cleavage catalyzes degradation glycine. p binds alpha-amino group glycine through pyridoxal phosphate cofactor	glycine cleavage catalyzes deg	1
Core and intermediate	E	ethanolamine utilization	ethanolamine utilization	8
Core and intermediate	E	abc transporter	abc transporter	12
Core and intermediate	E	d-alanine d-serine glycine permease	d-alanine d-serine glycine per	1
Core and intermediate	E	hydrolyzes dipeptides containing n-terminal aspartate residues. play role allowing use peptide aspartate spare carbon otherwise required synthesis aspartate amino acids	hydrolyzes dipeptides containi	1
Core and intermediate	E	ethanolamine utilization eutp	ethanolamine utilization eutp	1
Core and intermediate	E	ethanolamine utilization eutq	ethanolamine utilization eutq	1
Core and intermediate	E	ethanolamine utilization eutn	ethanolamine utilization eutn	1
Core and intermediate	E	ethanolamine utilization euth	ethanolamine utilization euth	1
Core and intermediate	E	ethanolamine utilization eutg	ethanolamine utilization eutg	1
Core and intermediate	E	ethanolamine utilization eutd	ethanolamine utilization eutd	1
Core and intermediate	E	methionine synthase	methionine synthase	1
Core and intermediate	E	catalyzes reversible conversion 3- phosphohydroxypyruvate phosphoserine 3-hydroxy-2-oxo-4- phosphonooxybutanoate phosphohydroxythreonine	catalyzes reversible conversio	1
Core and intermediate	E	aspartate ornithine carbamoyltransferase	aspartate ornithine carbamoylt	1
Core and intermediate	E	catalyzes conversion fructoselysine 6-phosphate glucose 6-phosphate lysine	catalyzes conversion fructosel	1
Core and intermediate	E	beta responsible synthesis l- tryptophan indole l-serine	beta responsible synthesis l- 	1
Core and intermediate	E	inner membrane yddg	inner membrane yddg	1
Core and intermediate	E	catalyzes biosynthesis agmatine arginine	catalyzes biosynthesis agmatin	1
Core and intermediate	E	ethanolamine utilization cobalamin adenosyltransferase	ethanolamine utilization cobal	1
Core and intermediate	E	nad-dependent shikimate 5-dehydrogenase 2	nad-dependent shikimate 5-dehy	1
Core and intermediate	E	involved formation specific microcompartment metabolism potentially toxic by-products takes place	involved formation specific mi	2
Core and intermediate	E	synthesizes selenophosphate selenide atp	synthesizes selenophosphate se	1
Core and intermediate	E	aspartate ammonia-lyase	aspartate ammonia-lyase	1
Core and intermediate	E	amino acid	amino acid	4
Core and intermediate	E	imidazole acetol-phosphate transaminase	imidazole acetol-phosphate tra	1
Core and intermediate	E	catalyzes dehydration l-rhamnonate 2-keto-3- deoxy-l-rhamnonate kdr	catalyzes dehydration l-rhamno	1
Core and intermediate	E	presumably involved processing regular turnover intracellular proteins. catalyzes removal unsubstituted n-terminal amino acids various peptides	presumably involved processing	1
Core and intermediate	D	ligates lysine onto cytidine present position 34 aua codon-specific trnaile contains anticodon cau atp-dependent manner. cytidine converted lysidine thus changing amino acid specificity trna methionine isoleucine	ligates lysine onto cytidine p	1
Core and intermediate	D	prevents division inhibition proteins minc mind internal division sites permitting inhibition polar sites. ensures division proper site restricting formation division septum midpoint long axis	prevents division inhibition p	1
Core and intermediate	D	plays central role chromosome condensation segregation cycle progression. functions homodimer essential chromosome partition. involved negative supercoiling vivo means organize compact chromosomes. achieve facilitate chromosome segregation condensation both sides centrally located replisome division	plays central role chromosome 	1
Core and intermediate	D	murein-degrading enzyme. play role recycling muropeptides elongation division	murein-degrading enzyme. play 	2
Core and intermediate	D	component sos inhibitor division. accumulation sula causes rapid cessation division appearance long non-septate filaments. presence gtp binds polymerization-competent form ftsz 1 1 ratio thus inhibiting ftsz polymerization therefore preventing participating assembly z ring. mechanism prevents premature segregation damaged daughter cells division	component sos inhibitor divisi	1
Core and intermediate	D	contributes efficiency division process stabilizing polymeric form division ftsz. acts promoting interactions between ftsz protofilaments suppressing gtpase activity ftsz	contributes efficiency divisio	1
Core and intermediate	D	di-iron-containing involved repair iron-sulfur clusters damaged oxidative nitrosative stress conditions	di-iron-containing involved re	1
Core and intermediate	D	cellulose synthase operon yhjq	cellulose synthase operon yhjq	1
Core and intermediate	D	2-keto-3-deoxygluconate permease transports degraded pectin products bacterial serve carbon energy sources. hydrogen coupled transport	2-keto-3-deoxygluconate permea	1
Core and intermediate	D	division inhibitor blocks formation polar z ring septums. rapidly oscillates between poles destabilize ftsz filaments formed before mature polar z rings. prevents ftsz polymerization	division inhibitor blocks form	1
Core and intermediate	D	inhibits rpos proteolysis regulating rssb activity thereby increasing stability sigma stress factor rpos especially phosphate starvation stationary phase nitrogen starvation. effect rpos stability due interaction rssb probably blocks interaction rssb rpos consequent delivery rssb-rpos complex clpxp degradation pathway	inhibits rpos proteolysis regu	1
Core and intermediate	D	tyrosine-protein kinase	tyrosine-protein kinase	1
Core and intermediate	D	required thiolation cytidine position 32 trna form 2-thiocytidine s2c32	required thiolation cytidine p	1
Core and intermediate	D	toxin hemolytic activity towards mammalian cells. acts forming pore-like structure upon contact mammalian cells	toxin hemolytic activity towar	3
Core and intermediate	D	chromosome plasmid partitioning para	chromosome plasmid partitionin	1
Core and intermediate	D	activates division inhibited chromosomal over-replication	activates division inhibited c	1
Core and intermediate	G	part abc transporter complex lsrabcd involved autoinducer 2 ai-2 import. responsible energy coupling transport	part abc transporter complex l	1
Core and intermediate	G	ribose-5-phosphate isomerase b	ribose-5-phosphate isomerase b	1
Core and intermediate	G	galactosamine-6-phosphate isomerase	galactosamine-6-phosphate isom	1
Core and intermediate	G	pts fructose-specific iia component	pts fructose-specific iia comp	1
Core and intermediate	G	abc transporter permease yphd	abc transporter permease yphd	1
Core and intermediate	G	l-xylulose 5-phosphate 3-epimerase	l-xylulose 5-phosphate 3-epime	1
Core and intermediate	G	glycerol uptake facilitator	glycerol uptake facilitator	1
Core and intermediate	G	trap dicarboxylate transporter	trap dicarboxylate transporter	5
Core and intermediate	G	unknown duf386	unknown duf386	1
Core and intermediate	G	melibiose sodium symporter	melibiose sodium symporter	1
Core and intermediate	G	trap dicarboxylate transporter dctm	trap dicarboxylate transporter	2
Core and intermediate	G	xylose isomerase	xylose isomerase	1
Core and intermediate	G	part elfadcg-ycbuvf fimbrial operon promotes adhesion bacteria different abiotic surfaces. elfa major fimbrial produced operon	part elfadcg-ycbuvf fimbrial o	1
Core and intermediate	G	major facilitator	major facilitator	12
Core and intermediate	G	o-acetylserine cysteine export	o-acetylserine cysteine export	1
Core and intermediate	G	transaldolase important balance metabolites pentose-phosphate pathway	transaldolase important balanc	2
Core and intermediate	G	mannitol dehydrogenase	mannitol dehydrogenase	5
Core and intermediate	G	aldose 1-epimerase	aldose 1-epimerase	2
Core and intermediate	G	involved degradation phospho-ai-2 thereby terminating induction lsr operon closing ai-2 signaling cycle	involved degradation phospho-a	1
Core and intermediate	G	catalyzes phosphorylation	catalyzes phosphorylation	13
Core and intermediate	G	curli coiled surface structures assemble preferentially growth temperatures below 37 degrees celsius. curli bind fibronectin	curli coiled surface structure	1
Core and intermediate	G	phosphoenolpyruvate-dependent sugar phosphotransferase sugar pts major carbohydrate active -transport catalyzes phosphorylation incoming sugar substrates concomitantly translocation membrane. involved n-acetylmuramic acid murnac transport yielding cytoplasmic murnac-6-p.	phosphoenolpyruvate-dependent 	1
Core and intermediate	G	multifunctional includes general non sugar-specific sugar-specific components phosphoenolpyruvate-dependent sugar phosphotransferase sugar pts. major carbohydrate active-transport catalyzes phosphorylation incoming sugar substrates concomitantly translocation membrane. enzyme transfers phosphoryl group phosphoenolpyruvate pep phosphoryl carrier hpr. hpr transfers phosphoryl group phosphoryl carrier eiia transfers eiib	multifunctional includes gener	1
Core and intermediate	G	catalyzes phosphorylation n-acetyl-d-glucosamine glcnac derived cell-wall degradation yielding glcnac-6-p	catalyzes phosphorylation n-ac	1
Core and intermediate	G	catalyzes dehydration s-form nadphx expense adp converted amp. together nadphx epimerase catalyzes epimerization s- r-forms enzyme allows repair both epimers nadphx damaged form nadph result enzymatic heat-dependent hydration	catalyzes dehydration s-form n	1
Core and intermediate	G	periplasmic binding laci transcriptional regulator	periplasmic binding laci trans	2
Core and intermediate	G	galactoside transport permease mglc	galactoside transport permease	1
Core and intermediate	G	inner membrane metabolite transport ygcs	inner membrane metabolite tran	1
Core and intermediate	G	phosphoglucomutase ec 5.4.2.2	phosphoglucomutase ec 5.4.2.2	1
Core and intermediate	G	l-fuculose phosphate aldolase	l-fuculose phosphate aldolase	1
Core and intermediate	G	uptake l-rhamnose boundary membrane concomitant transport protons symport	uptake l-rhamnose boundary mem	1
Core and intermediate	G	pep-protein phosphotransferase enzyme	pep-protein phosphotransferase	1
Core and intermediate	G	abc transporter periplasmic-binding yphf	abc transporter periplasmic-bi	1
Core and intermediate	G	alpha-amylase ec 3.2.1.1	alpha-amylase ec 3.2.1.1	2
Core and intermediate	G	altronate oxidoreductase	altronate oxidoreductase	1
Core and intermediate	G	catalyzes deformylation 4-deoxy-4-formamido-l- arabinose-phosphoundecaprenol 4-amino-4-deoxy-l-arabinose- phosphoundecaprenol. modified arabinose attached lipid required resistance polymyxin cationic antimicrobial peptides	catalyzes deformylation 4-deox	1
Core and intermediate	G	pts galactitol-specific transporter iia	pts galactitol-specific transp	1
Core and intermediate	G	triose-phosphate isomerase	triose-phosphate isomerase	1
Core and intermediate	G	sugar efflux transporter	sugar efflux transporter	1
Core and intermediate	G	phosphotransfer between c1 c5 carbon atoms pentose	phosphotransfer between c1 c5 	1
Core and intermediate	G	fructose-bisphosphate aldolase	fructose-bisphosphate aldolase	2
Core and intermediate	G	catalyzes reversible retro-aldol cleavage both 5- keto-4-deoxy-d-glucarate 2-keto-3-deoxy-d-glucarate pyruvate tartronic semialdehyde	catalyzes reversible retro-ald	1
Core and intermediate	G	dihydroxyacetone kinase	dihydroxyacetone kinase	2
Core and intermediate	G	inner membrane abc transporter permease ycjo	inner membrane abc transporter	1
Core and intermediate	G	inner membrane abc transporter permease ycjp	inner membrane abc transporter	1
Core and intermediate	G	2-methylisocitrate lyase	2-methylisocitrate lyase	1
Core and intermediate	G	sorbitol-6-phosphate 2-dehydrogenase	sorbitol-6-phosphate 2-dehydro	1
Core and intermediate	G	pts ascorbate-specific transporter	pts ascorbate-specific transpo	1
Core and intermediate	G	catalyzes decarboxylation 3-keto-l-gulonate-6-p l-xylulose-5-p. involved anaerobic l-ascorbate utilization	catalyzes decarboxylation 3-ke	1
Core and intermediate	G	catalyzes reversible	catalyzes reversible	5
Core and intermediate	G	galactosamine-specific pts enzyme iib component	galactosamine-specific pts enz	1
Core and intermediate	G	required full activity stability y subunit. chaperone-like proper stable folding	required full activity stabili	2
Core and intermediate	G	glucose sorbosone dehydrogenase	glucose sorbosone dehydrogenas	1
