Class	COG	Word	Label	Count
Core and rare	S	type vi secretion effector hcp1	type vi secretion effector hcp	1
Core and rare	S	tail component prophage cp-933k	tail component prophage cp-933	1
Core and rare	S	unknown duf87	unknown duf87	1
Core and rare	S	blockage overcome subsequent expression antitoxin higa. overexpression causes cleavage number mrnas translation-dependent fashion suggesting mrna interferase	blockage overcome subsequent e	1
Core and rare	S	tail length tape measure	tail length tape measure	1
Core and rare	S	patatin-like phospholipase	patatin-like phospholipase	1
Core and rare	S	antitermination q	antitermination q	1
Core and rare	S	uncharacterized conserved bacteria duf2136	uncharacterized conserved bact	1
Core and rare	S	type vi secretion vca0107	type vi secretion vca0107	1
Core and rare	S	orf cn004	orf cn004	1
Core and rare	S	pronog phage p2 baseplate assembly gpv	pronog phage p2 baseplate asse	1
Core and rare	S	unknown duf1341	unknown duf1341	1
Core and rare	S	capsid morphogenesis encoded cp-933i	capsid morphogenesis encoded c	1
Core and rare	S	phage regulatory rha	phage regulatory rha	1
Core and rare	S	upf0401 ykff	upf0401 ykff	1
Core and rare	S	conjugal transfer	conjugal transfer	1
Core and rare	S	plasmid maintenance killer	plasmid maintenance killer	1
Core and rare	S	capsid prophage	capsid prophage	1
Core and rare	S	beta-lactam resistance	beta-lactam resistance	1
Core and rare	S	unknown duf2544	unknown duf2544	1
Core and rare	S	phage tail tape measure	phage tail tape measure	1
Core and rare	S	unknown duf551	unknown duf551	1
Core and rare	S	unknown duf550	unknown duf550	2
Core and rare	S	large repetitive	large repetitive	1
Core and rare	S	pronog hica	pronog hica	1
Core and rare	S	residues 178 214 214 78.37 pct identical residues 1 37 37 genpept.129 gb aal57577.1 af4534426 af453442	residues 178 214 214 78.37 pct	1
Core and rare	S	zonular occludens toxin zot	zonular occludens toxin zot	1
Core and rare	S	upf0412 yaai	upf0412 yaai	1
Core and rare	S	toxic component toxin-antitoxin ta module. sequence-specific mrna endoribonuclease inhibits translation elongation induces bacterial stasis. cleavage occurs between second third residue lys codon followed g 5aaag a3 reading-frame dependent occurs within 5 end mrnas. ribosome-binding confers sequence specificity reading frame-dependence. overexpressed liquid media yafq partially inhibits synthesis reduction growth rate colony growth rate. effect counteracted coexpression dinj yafq antitoxin. yafq dinj together bind promoter analogy ta modules probably repress expression	toxic component toxin-antitoxi	1
Core and rare	S	leucine-rich repeat	leucine-rich repeat	1
Core and rare	S	response damage stimulus	response damage stimulus	1
Core and rare	S	unknown duf968	unknown duf968	1
Core and rare	S	accessory colonization factor acfd	accessory colonization factor 	1
Core and rare	S	sel1 repeat	sel1 repeat	1
Core and rare	S	cog ankyrin repeat	cog ankyrin repeat	1
Core and rare	S	unknown duf1133	unknown duf1133	1
Core and rare	S	inner membrane yiaa	inner membrane yiaa	1
Core and rare	S	pronog sulfur modification dndb	pronog sulfur modification dnd	1
Core and rare	S	tail fiber	tail fiber	4
Core and rare	S	type vi secretion-associated	type vi secretion-associated	1
Core and rare	U	collagen triple helix repeat 20 copies	collagen triple helix repeat 2	1
Core and rare	U	outer membrane autotransporter	outer membrane autotransporter	2
Core and rare	U	involved type ii secretion t2ss formerly general secretion pathway gsp export proteins	involved type ii secretion t2s	1
Core and rare	U	oligogalacturonide lyase	oligogalacturonide lyase	1
Core and rare	U	cbld pilus biogenesis initiator	cbld pilus biogenesis initiato	1
Core and rare	U	antigen 43	antigen 43	1
Core and rare	U	cleaves type-4 fimbrial leader sequence methylates n-terminal generally phe residue	cleaves type-4 fimbrial leader	1
Core and rare	U	general secretion pathway	general secretion pathway	8
Core and rare	U	general secretion pathway j	general secretion pathway j	1
Core and rare	U	general secretion pathway h	general secretion pathway h	1
Core and rare	U	general secretion pathway f	general secretion pathway f	2
Core and rare	U	general secretion pathway d	general secretion pathway d	1
Core and rare	U	general secretion pathway c	general secretion pathway c	1
Core and rare	U	atp-binding component transport	atp-binding component transpor	2
Core and rare	U	type ii secretion k	type ii secretion k	1
Core and rare	U	filamentous hemagglutinin outer membrane	filamentous hemagglutinin oute	1
Core and rare	U	conjugal transfer	conjugal transfer	1
Core and rare	T	transcriptional regulatory	transcriptional regulatory	1
Core and rare	T	histidine kinase	histidine kinase	1
Core and rare	T	fha domain-containing	fha domain-containing	1
Core and rare	T	phage shock	phage shock	1
Core and rare	W	collagen type alpha 1	collagen type alpha 1	1
Core and rare	W	collagen triple helix repeat 20 copies	collagen triple helix repeat 2	1
Core and rare	V	hsdm n-terminal	hsdm n-terminal	1
Core and rare	V	hnh endonuclease	hnh endonuclease	2
Core and rare	V	type site-specific deoxyribonuclease	type site-specific deoxyribonu	1
Core and rare	V	type restriction-modification	type restriction-modification	7
Core and rare	V	type restriction enzyme	type restriction enzyme	1
Core and rare	V	type restriction modification specificity	type restriction modification 	1
Core and rare	V	bsubipsti restriction endonuclease c-terminus	bsubipsti restriction endonucl	1
Core and rare	V	type restriction-modification s	type restriction-modification 	2
