Class	COG	Word	Label	Count
Multi-cluster rare	K	cog antirepressor	cog antirepressor	15
Multi-cluster rare	K	pronog dna-binding	pronog dna-binding	1
Multi-cluster rare	K	dna-binding h-ns	dna-binding h-ns	1
Multi-cluster rare	K	snf2 n-terminal	snf2 n-terminal	1
Multi-cluster rare	K	pronog binding excisionase	pronog binding excisionase	1
Multi-cluster rare	K	transcriptional activator	transcriptional activator	15
Multi-cluster rare	K	tetr transcriptional regulator	tetr transcriptional regulator	1
Multi-cluster rare	K	cryptic phage ctxphi transcriptional repressor rstr	cryptic phage ctxphi transcrip	2
Multi-cluster rare	K	transcriptional regulator-like	transcriptional regulator-like	1
Multi-cluster rare	K	pronog addiction module antidote	pronog addiction module antido	1
Multi-cluster rare	K	atp-dependent helicase	atp-dependent helicase	1
Multi-cluster rare	K	phage repressor	phage repressor	5
Multi-cluster rare	K	gcn5-related n-acetyltransferase	gcn5-related n-acetyltransfera	1
Multi-cluster rare	K	phage regulatory rha	phage regulatory rha	1
Multi-cluster rare	K	166 swissprot.40 sp p42192 prsxecoli prsx	166 swissprot.40 sp p42192 prs	4
Multi-cluster rare	K	arsr transcriptional regulator	arsr transcriptional regulator	1
Multi-cluster rare	K	pronog transcriptional regulator xre	pronog transcriptional regulat	1
Multi-cluster rare	K	peptidase s24-like	peptidase s24-like	2
Multi-cluster rare	K	parb-like partition	parb-like partition	3
Multi-cluster rare	K	perc transcriptional activator	perc transcriptional activator	7
Multi-cluster rare	K	ci repressor	ci repressor	9
Multi-cluster rare	K	lexa binding	lexa binding	1
Multi-cluster rare	K	acetyltransferase gnat	acetyltransferase gnat	1
Multi-cluster rare	K	lac repressor	lac repressor	1
Multi-cluster rare	K	mor transcription activator	mor transcription activator	1
Multi-cluster rare	K	predicted nucleotide-binding containing tir-like	predicted nucleotide-binding c	2
Multi-cluster rare	K	parb domain-containing nuclease	parb domain-containing nucleas	1
Multi-cluster rare	K	transcriptional regulator laci	transcriptional regulator laci	3
Multi-cluster rare	K	repressor phase-1 flagellin	repressor phase-1 flagellin	3
Multi-cluster rare	K	ankyrin repeat yahd	ankyrin repeat yahd	1
Multi-cluster rare	K	effects overcome concomitant expression antitoxin soha prlf. massive overexpression toxic. unlike characterized ta systems degrades rrna co-folding proteins necessary vitro inhibition rnase activity. known sequence-specificity. acts transcription factor. yhav prlf complex binds prlf-yhav operon probably negatively regulating expression	effects overcome concomitant e	1
Multi-cluster rare	K	prlf mutation induces activity lon protease lon-deficient strain suppresses phenotype conferred prlf mutation	prlf mutation induces activity	1
Multi-cluster rare	K	pronog hthxre	pronog hthxre	1
Multi-cluster rare	K	transcriptional regulator merr	transcriptional regulator merr	1
Multi-cluster rare	K	psp operon transcriptional activator	psp operon transcriptional act	1
Multi-cluster rare	K	polymerase v	polymerase v	2
Multi-cluster rare	K	nad-dependent deacetylase modulates activities several enzymes inactive acetylated form. nad-dependent lysine demalonylase desuccinylase activity	nad-dependent deacetylase modu	1
Multi-cluster rare	K	repressor ci	repressor ci	1
Multi-cluster rare	K	rna polymerase sigma factor	rna polymerase sigma factor	1
Multi-cluster rare	K	dna-binding transcriptional regulator	dna-binding transcriptional re	1
Multi-cluster rare	K	lysr transcriptional regulator	lysr transcriptional regulator	5
Multi-cluster rare	K	induces synthesis acid phosphatase appa several polypeptides such appbc deceleration phase growth. acts transcriptional repressor one group proteins synthesized preferentially exponential growth one group synthesized stationary phase. involved stabilization sigma stress factor rpos stress conditions	induces synthesis acid phospha	1
Multi-cluster rare	J	ribosomal-protein-alanine acetyltransferase	ribosomal-protein-alanine acet	1
Multi-cluster rare	J	catalyzes attachment glutamate trnaglu two-step reaction glutamate first activated atp form glu-amp transferred acceptor end trnaglu	catalyzes attachment glutamate	1
Multi-cluster rare	J	specifically methylates adenine position 37 trna1val anticodon cmo5uac	specifically methylates adenin	1
Multi-cluster rare	J	acetyltransferase gnat	acetyltransferase gnat	1
Multi-cluster rare	J	gcn5-related n-acetyltransferase	gcn5-related n-acetyltransfera	2
Multi-cluster rare	J	plasmid stabilisation	plasmid stabilisation	1
Multi-cluster rare	J	addiction module toxin rele stbe	addiction module toxin rele st	3
Multi-cluster rare	J	phosphotransferase enzyme	phosphotransferase enzyme	1
Multi-cluster rare	J	aminoglycoside 3-phosphotransferase	aminoglycoside 3-phosphotransf	1
Multi-cluster rare	J	cog allows formation correctly charged gln-trnagln through transamidation misacylated glu-trnagln organisms lack glutaminyl-trna synthetase. reaction takes place presence glutamine atp through activated gamma-phospho-glu-trnagln	cog allows formation correctly	1
Multi-cluster rare	J	nodulation s nods	nodulation s nods	1
Multi-cluster rare	J	ribosomal-protein-l7 l12-serine acetyltransferase	ribosomal-protein-l7 l12-serin	1
Multi-cluster rare	J	removes formyl group n-terminal met newly synthesized proteins. requires dipeptide efficient rate reaction. n-terminal l-methionine prerequisite activity enzyme broad specificity positions	removes formyl group n-termina	2
Multi-cluster rare	J	catalyzes gtp-dependent ribosomal translocation step translation elongation. step ribosome changes pre-translocational pre post- translocational post state newly formed a-site-bound peptidyl-trna p-site-bound deacylated trna move p e sites respectively. catalyzes coordinated movement two trna molecules mrna conformational changes ribosome	catalyzes gtp-dependent riboso	1
Multi-cluster rare	J	50s ribosomal l31 type b	50s ribosomal l31 type b	1
Multi-cluster rare	M	cytolethal distending toxin	cytolethal distending toxin	1
Multi-cluster rare	M	serine-aspartate repeat-containing	serine-aspartate repeat-contai	2
Multi-cluster rare	M	colanic acid biosynthesis	colanic acid biosynthesis	1
Multi-cluster rare	M	capsule polysaccharide	capsule polysaccharide	5
Multi-cluster rare	M	lipopolysaccharide biosynthesis o-acetyl transferase	lipopolysaccharide biosynthesi	1
Multi-cluster rare	M	pronog hydrolase	pronog hydrolase	4
Multi-cluster rare	M	transglycosylase slt	transglycosylase slt	5
Multi-cluster rare	M	glycosyl glycerophosphate transferases involved teichoic acid biosynthesis tagf tagb epsj rodc	glycosyl glycerophosphate tran	1
Multi-cluster rare	M	glycosyl transferases group 1	glycosyl transferases group 1	2
Multi-cluster rare	M	fimbrial usher	fimbrial usher	3
Multi-cluster rare	M	abc transporter	abc transporter	5
Multi-cluster rare	M	pagp required both biosynthesis hepta-acylated lipid species containing palmitate resistance cationic antimicrobial peptides camps. catalyzes transfer palmitate chain 16 0 sn-1 position glycerophospholipid free hydroxyl group r-3- hydroxymyristate chain position 2 lipid endotoxin	pagp required both biosynthesi	1
Multi-cluster rare	M	glycosyl transferase	glycosyl transferase	23
Multi-cluster rare	M	degt dnrj eryc1 strs	degt dnrj eryc1 strs	1
Multi-cluster rare	M	envelope integrity inner membrane tola	envelope integrity inner membr	1
Multi-cluster rare	M	dtdp-4-dehydrorhamnose reductase	dtdp-4-dehydrorhamnose reducta	1
Multi-cluster rare	M	glycerol-3-phosphate cytidylyltransferase	glycerol-3-phosphate cytidylyl	1
Multi-cluster rare	M	capsule polysaccharide biosynthesis	capsule polysaccharide biosynt	1
Multi-cluster rare	M	polysaccharide biosynthesis	polysaccharide biosynthesis	9
Multi-cluster rare	M	udp-glucose 4-epimerase	udp-glucose 4-epimerase	2
Multi-cluster rare	M	polysialic acid transport kpsm	polysialic acid transport kpsm	2
Multi-cluster rare	M	rz endopeptidase lambdoid prophage dlp12	rz endopeptidase lambdoid prop	6
Multi-cluster rare	M	lytic transglycosylase catalytic	lytic transglycosylase catalyt	4
Multi-cluster rare	M	udp-galactopyranose mutase	udp-galactopyranose mutase	2
Multi-cluster rare	M	polysaccharide biosynthesis capd	polysaccharide biosynthesis ca	1
Multi-cluster rare	M	outer membrane lipoprotein	outer membrane lipoprotein	2
Multi-cluster rare	M	rmld substrate binding	rmld substrate binding	1
Multi-cluster rare	M	udp-n-acetylglucosamine 2-epimerase	udp-n-acetylglucosamine 2-epim	2
Multi-cluster rare	M	2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	2-c-methyl-d-erythritol 4-phos	1
Multi-cluster rare	M	outer membrane protease	outer membrane protease	1
Multi-cluster rare	M	wall hydrolase	wall hydrolase	1
Multi-cluster rare	M	catalyzes formation dtdp-glucose dttp glucose 1-phosphate well pyrophosphorolysis	catalyzes formation dtdp-gluco	3
Multi-cluster rare	M	glycosyl transferase 11	glycosyl transferase 11	1
Multi-cluster rare	M	n-acetylmuramoyl-l-alanine amidase	n-acetylmuramoyl-l-alanine ami	1
Multi-cluster rare	M	outer membrane	outer membrane	9
Multi-cluster rare	M	rhs element vgr	rhs element vgr	1
Multi-cluster rare	M	outer membrane x	outer membrane x	2
Multi-cluster rare	M	glycosyltransferase involved transfer udp-galf udp-glucose	glycosyltransferase involved t	1
Multi-cluster rare	M	outer membrane usher	outer membrane usher	4
Multi-cluster rare	M	dtdp-4-dehydrorhamnose 35-epimerase	dtdp-4-dehydrorhamnose 35-epim	1
Multi-cluster rare	M	tail assembly	tail assembly	3
Multi-cluster rare	M	glycosyl transferase 25	glycosyl transferase 25	1
Multi-cluster rare	M	mandelate racemase	mandelate racemase	1
Multi-cluster rare	M	glycosyl transferase group 1	glycosyl transferase group 1	5
Multi-cluster rare	M	arabinose 5-phosphate isomerase	arabinose 5-phosphate isomeras	1
Multi-cluster rare	M	glycosyl transferase 2	glycosyl transferase 2	9
Multi-cluster rare	M	capsule polysaccharide export inner-membrane	capsule polysaccharide export 	1
Multi-cluster rare	M	udp-glucose 6-dehydrogenase	udp-glucose 6-dehydrogenase	2
Multi-cluster rare	M	conjugal transfer	conjugal transfer	4
Multi-cluster rare	L	iscro1 transposase	iscro1 transposase	6
Multi-cluster rare	L	replicative helicase	replicative helicase	4
Multi-cluster rare	L	antitoxin component toxin-antitoxin ta module. labile antitoxin counteracts effect yafq toxin. yafq dinj together bind promoter analogy ta modules probably repress expression	antitoxin component toxin-anti	1
Multi-cluster rare	L	pronog methylase	pronog methylase	1
Multi-cluster rare	L	poorly processive error-prone polymerase involved untargeted mutagenesis. copies undamaged stalled replication forks arise vivo mismatched misaligned primer ends. misaligned primers extended poliv. exhibits 3-5 exonuclease proofreading activity. involved translesional synthesis conjunction beta clamp poliii	poorly processive error-prone 	2
Multi-cluster rare	L	prophage injection	prophage injection	9
Multi-cluster rare	L	is2 orf1	is2 orf1	2
Multi-cluster rare	L	protecting dpra	protecting dpra	1
Multi-cluster rare	L	phage packaging nu1	phage packaging nu1	1
Multi-cluster rare	L	exodeoxyribonuclease v alpha	exodeoxyribonuclease v alpha	1
Multi-cluster rare	L	integrase core	integrase core	3
Multi-cluster rare	L	resolvase domain-containing	resolvase domain-containing	15
Multi-cluster rare	L	mismatch endonuclease	mismatch endonuclease	1
Multi-cluster rare	L	superfamily rna helicases-like	superfamily rna helicases-like	2
Multi-cluster rare	L	pronog transposase is116 is110 is902	pronog transposase is116 is110	3
Multi-cluster rare	L	single-stranded dna-binding	single-stranded dna-binding	14
Multi-cluster rare	L	adenine methylase	adenine methylase	5
Multi-cluster rare	L	initiator replication	initiator replication	7
Multi-cluster rare	L	circularisation n-terminus	circularisation n-terminus	1
Multi-cluster rare	L	type iii restriction enzyme res	type iii restriction enzyme re	1
Multi-cluster rare	L	type 1 fimbriae regulatory	type 1 fimbriae regulatory	1
Multi-cluster rare	L	transcriptional regulator arac	transcriptional regulator arac	3
Multi-cluster rare	L	pronog helicase	pronog helicase	1
Multi-cluster rare	L	atp-dependent helicase recq	atp-dependent helicase recq	2
Multi-cluster rare	L	transposase tn3	transposase tn3	3
Multi-cluster rare	L	transposase is4	transposase is4	1
Multi-cluster rare	L	helix-turn-helix fis-type transposase is3 is911family	helix-turn-helix fis-type tran	1
Multi-cluster rare	L	transposase is3 is911	transposase is3 is911	10
Multi-cluster rare	L	bifunctional antitoxin transcriptional repressor relb	bifunctional antitoxin transcr	1
Multi-cluster rare	L	kog atp-binding cassette subfamily b mdr tap member	kog atp-binding cassette subfa	4
Multi-cluster rare	L	prophage primase	prophage primase	9
Multi-cluster rare	L	dna-invertase lambdoid prophage	dna-invertase lambdoid prophag	5
Multi-cluster rare	L	trans-acting required termination replication. binds replication terminator sequences tera terf prevent passage replication forks. termination efficiency affected affinity terminator sequence	trans-acting required terminat	1
Multi-cluster rare	L	ligase catalyzes formation phosphodiester linkages between 5-phosphoryl 3-hydroxyl groups double-stranded using nad coenzyme energy source reaction. essential replication repair damaged	ligase catalyzes formation pho	1
