Class	COG	Word	Label	Count
Multi-cluster intermediate	S	unknown duf551	unknown duf551	1
Multi-cluster intermediate	S	pils n terminal	pils n terminal	1
Multi-cluster intermediate	S	exodeoxyribonuclease viii	exodeoxyribonuclease viii	1
Multi-cluster intermediate	S	relaxase mobilization nuclease	relaxase mobilization nuclease	2
Multi-cluster intermediate	S	baseplate assembly	baseplate assembly	3
Multi-cluster intermediate	S	capsule biosynthesis phosphatase	capsule biosynthesis phosphata	1
Multi-cluster intermediate	S	glyoxalase bleomycin resistance dioxygenase	glyoxalase bleomycin resistanc	1
Multi-cluster intermediate	S	adhesin biosynthesis transcription regulatory	adhesin biosynthesis transcrip	1
Multi-cluster intermediate	S	head completion	head completion	1
Multi-cluster intermediate	S	unknown duf968	unknown duf968	1
Multi-cluster intermediate	S	response oxidative stress	response oxidative stress	1
Multi-cluster intermediate	S	cog ankyrin repeat	cog ankyrin repeat	1
Multi-cluster intermediate	S	side tail fiber homolog lambdoid prophage	side tail fiber homolog lambdo	1
Multi-cluster intermediate	S	chromosome segregation atpase	chromosome segregation atpase	1
Multi-cluster intermediate	S	caudovirales tail fibre assembly	caudovirales tail fibre assemb	1
Multi-cluster intermediate	S	pronog sty2063 swall q8z5z8 embl al627272 262 aa fasta scores e 1.5e-07 24.43 id 266 aa escherichia coli o157 h7	pronog sty2063 swall q8z5z8 em	1
Multi-cluster intermediate	S	phage holin	phage holin	1
Multi-cluster intermediate	S	major capsid	major capsid	2
Multi-cluster intermediate	S	small terminase	small terminase	1
Multi-cluster intermediate	S	bacteriophage regulatory	bacteriophage regulatory	1
Multi-cluster intermediate	S	unknown duf1627	unknown duf1627	3
Multi-cluster intermediate	S	capsid scaffolding	capsid scaffolding	2
Multi-cluster intermediate	S	terminase large	terminase large	2
Multi-cluster intermediate	S	tail fiber assembly	tail fiber assembly	1
Multi-cluster intermediate	S	host-nuclease inhibitor	host-nuclease inhibitor	1
Multi-cluster intermediate	S	tail fiber	tail fiber	9
Multi-cluster intermediate	S	tail sheath	tail sheath	2
Multi-cluster intermediate	S	snare associated golgi	snare associated golgi	1
Multi-cluster intermediate	S	tail tube	tail tube	1
Multi-cluster intermediate	S	unknown duf1778	unknown duf1778	1
Multi-cluster intermediate	U	filamentous hemagglutinin	filamentous hemagglutinin	1
Multi-cluster intermediate	U	collagen triple helix repeat 20 copies	collagen triple helix repeat 2	1
Multi-cluster intermediate	U	pronog glucosyl transferase ii	pronog glucosyl transferase ii	1
Multi-cluster intermediate	U	type iv pilus	type iv pilus	2
Multi-cluster intermediate	U	outer membrane porin	outer membrane porin	1
Multi-cluster intermediate	U	conjugative transfer trag	conjugative transfer trag	1
Multi-cluster intermediate	U	surface presentation antigens spas	surface presentation antigens 	2
Multi-cluster intermediate	U	cleaves type-4 fimbrial leader sequence methylates n-terminal generally phe residue	cleaves type-4 fimbrial leader	1
Multi-cluster intermediate	T	diguanylate cyclase	diguanylate cyclase	1
Multi-cluster intermediate	T	membrane ylif	membrane ylif	1
Multi-cluster intermediate	W	collagen triple helix repeat 20 copies	collagen triple helix repeat 2	1
Multi-cluster intermediate	W	collagen type alpha 1	collagen type alpha 1	2
Multi-cluster intermediate	V	type restriction modification specificity	type restriction modification 	1
