Class	COG	Word	Label	Count
Cluster specific intermediate	G	pts 2-o-a-mannosyl-d-glycerate specific transporter iiabc	pts 2-o-a-mannosyl-d-glycerate	1
Cluster specific intermediate	G	proton-dependent permease transports dipeptides	proton-dependent permease tran	1
Cluster specific intermediate	G	inner membrane yqce	inner membrane yqce	1
Cluster specific intermediate	F	deoxynucleoside kinase	deoxynucleoside kinase	1
Cluster specific intermediate	F	catalyzes hydrolysis nucleoside triphosphates preference pyrimidine deoxynucleoside triphosphates dutp dttp dctp	catalyzes hydrolysis nucleosid	1
Cluster specific intermediate	F	xanthosine permease	xanthosine permease	1
Cluster specific intermediate	I	alpha beta hydrolase	alpha beta hydrolase	1
Cluster specific intermediate	I	cdp-alcohol phosphatidyltransferase	cdp-alcohol phosphatidyltransf	2
Cluster specific intermediate	I	amp-dependent synthetase ligase	amp-dependent synthetase ligas	2
Cluster specific intermediate	I	3-hydroxyisobutyrate dehydrogenase	3-hydroxyisobutyrate dehydroge	1
Cluster specific intermediate	I	acyltransferase 3	acyltransferase 3	3
Cluster specific intermediate	H	dihydropteroate synthase	dihydropteroate synthase	1
Cluster specific intermediate	H	aminotransferase class ii	aminotransferase class ii	1
Cluster specific intermediate	H	isochorismate synthase	isochorismate synthase	2
Cluster specific intermediate	K	ferric uptake regulator fur	ferric uptake regulator fur	1
Cluster specific intermediate	K	perc transcriptional activator	perc transcriptional activator	1
Cluster specific intermediate	K	plasmid maintenance antidote xre	plasmid maintenance antidote x	1
Cluster specific intermediate	K	functions complex flhc master transcriptional regulator regulates transcription several flagellar non-flagellar operons binding promoter region. activates expression class 2 flagellar genes flia flagellum-specific sigma factor turns class 3 genes. regulates genes whose products variety physiological pathways	functions complex flhc master 	1
Cluster specific intermediate	K	ci repressor	ci repressor	2
Cluster specific intermediate	K	cog antirepressor	cog antirepressor	1
Cluster specific intermediate	K	transcriptional regulator	transcriptional regulator	39
Cluster specific intermediate	K	dna-binding transcriptional activator	dna-binding transcriptional ac	1
Cluster specific intermediate	K	acetyltransferase gnat	acetyltransferase gnat	1
Cluster specific intermediate	K	parb domain-containing nuclease	parb domain-containing nucleas	3
Cluster specific intermediate	K	transcriptional regulator laci	transcriptional regulator laci	3
Cluster specific intermediate	K	transcriptional regulator gntr	transcriptional regulator gntr	1
Cluster specific intermediate	K	transcriptional regulator merr	transcriptional regulator merr	1
Cluster specific intermediate	K	myeloid lymphoid mixed-lineage leukemia 2	myeloid lymphoid mixed-lineage	1
Cluster specific intermediate	K	transcriptional activator fear	transcriptional activator fear	1
Cluster specific intermediate	K	pronog transcriptional regulator	pronog transcriptional regulat	2
Cluster specific intermediate	K	partitioning parb	partitioning parb	1
Cluster specific intermediate	K	transcriptional regulator arac	transcriptional regulator arac	3
Cluster specific intermediate	K	parb nuclease	parb nuclease	1
Cluster specific intermediate	K	cog transcriptional regulator	cog transcriptional regulator	1
Cluster specific intermediate	K	transcriptional regulator chbr	transcriptional regulator chbr	1
Cluster specific intermediate	K	gntr transcriptional regulator	gntr transcriptional regulator	1
Cluster specific intermediate	K	phage transcriptional regulator alpa	phage transcriptional regulato	2
Cluster specific intermediate	K	transcriptional regulator arsr	transcriptional regulator arsr	1
Cluster specific intermediate	K	lysr transcriptional regulator	lysr transcriptional regulator	8
Cluster specific intermediate	K	arac transcriptional regulator	arac transcriptional regulator	2
Cluster specific intermediate	K	gcn5-related n-acetyltransferase	gcn5-related n-acetyltransfera	1
Cluster specific intermediate	K	phage repressor	phage repressor	1
Cluster specific intermediate	K	type iii secretion	type iii secretion	1
Cluster specific intermediate	K	transcription regulator activates transcription stimulating rna polymerase rnap recycling case stress conditions such supercoiled high salt concentrations. probably acts releasing rnap trapped immobilized tightly supercoiled dna. activate transcription linear dna. probably involved repair	transcription regulator activa	1
Cluster specific intermediate	J	rna methyltransferase	rna methyltransferase	1
Cluster specific intermediate	J	eukaryotic translation initiation factor 3	eukaryotic translation initiat	1
Cluster specific intermediate	J	involved degradation recycling damaged rna. itself target degradation atp-dependent protease la	involved degradation recycling	1
Cluster specific intermediate	J	addiction module toxin rele stbe	addiction module toxin rele st	1
Cluster specific intermediate	J	phosphotransferase enzyme	phosphotransferase enzyme	1
Cluster specific intermediate	J	50s ribosomal l31 type b	50s ribosomal l31 type b	1
Cluster specific intermediate	J	nog gcn5-related n-acetyltransferase	nog gcn5-related n-acetyltrans	1
Cluster specific intermediate	M	degt dnrj eryc1 strs aminotransferase	degt dnrj eryc1 strs aminotran	1
Cluster specific intermediate	M	group 1	group 1	11
Cluster specific intermediate	M	polysaccharide export	polysaccharide export	1
Cluster specific intermediate	M	lipopolysaccharide biosynthesis o-acetyl transferase	lipopolysaccharide biosynthesi	1
Cluster specific intermediate	M	transglycosylase slt	transglycosylase slt	5
Cluster specific intermediate	M	tail assembly	tail assembly	1
Cluster specific intermediate	M	glycosyl transferases group 1	glycosyl transferases group 1	4
Cluster specific intermediate	M	abc transporter	abc transporter	3
Cluster specific intermediate	M	glycosyltransferase group 1	glycosyltransferase group 1	1
Cluster specific intermediate	M	mscs mechanosensitive ion channel	mscs mechanosensitive ion chan	1
Cluster specific intermediate	M	glycosyl transferase 11	glycosyl transferase 11	1
Cluster specific intermediate	M	involved eca polysaccharide chain elongation	involved eca polysaccharide ch	2
Cluster specific intermediate	M	glycosyl transferase	glycosyl transferase	35
Cluster specific intermediate	M	utp--glucose-1-phosphate uridylyltransferase	utp--glucose-1-phosphate uridy	1
Cluster specific intermediate	M	dtdp-4-dehydrorhamnose 35-epimerase	dtdp-4-dehydrorhamnose 35-epim	2
Cluster specific intermediate	M	glycosyl transferase 2	glycosyl transferase 2	12
Cluster specific intermediate	M	rhamnan synthesis f	rhamnan synthesis f	1
Cluster specific intermediate	M	specifically catalyzes removal signal peptides prolipoproteins	specifically catalyzes removal	1
Cluster specific intermediate	M	glycosyltransferase group 2	glycosyltransferase group 2	1
Cluster specific intermediate	M	biofilm pga synthesis lipoprotein pgab	biofilm pga synthesis lipoprot	1
Cluster specific intermediate	M	polysaccharide biosynthesis	polysaccharide biosynthesis	12
Cluster specific intermediate	M	udp-glucose 4-epimerase	udp-glucose 4-epimerase	1
Cluster specific intermediate	M	polysialic acid transport kpsm	polysialic acid transport kpsm	2
Cluster specific intermediate	M	rz endopeptidase lambdoid prophage dlp12	rz endopeptidase lambdoid prop	2
Cluster specific intermediate	M	antigen 43	antigen 43	3
Cluster specific intermediate	M	catalyzes transfer 4-deoxy-4-formamido-l- arabinose udp undecaprenyl phosphate. modified arabinose attached lipid required resistance polymyxin cationic antimicrobial peptides	catalyzes transfer 4-deoxy-4-f	1
Cluster specific intermediate	M	gdpmannose 46-dehydratase	gdpmannose 46-dehydratase	1
Cluster specific intermediate	M	glycosyltransferase sugar-binding region containing dxd motif	glycosyltransferase sugar-bind	1
Cluster specific intermediate	M	udp-galactopyranose mutase	udp-galactopyranose mutase	1
Cluster specific intermediate	M	channel permits osmotically driven movement water both directions. involved osmoregulation maintenance turgor volume expansion rapidly growing cells. mediates rapid entry exit water response abrupt changes osmolarity	channel permits osmotically dr	1
Cluster specific intermediate	M	acylneuraminate cytidylyltransferase	acylneuraminate cytidylyltrans	1
Cluster specific intermediate	M	polysaccharide biosynthesis capd	polysaccharide biosynthesis ca	1
Cluster specific intermediate	M	nog polysaccharide biosynthesis	nog polysaccharide biosynthesi	1
Cluster specific intermediate	M	mannose-1-phosphate guanylyltransferase	mannose-1-phosphate guanylyltr	1
Cluster specific intermediate	M	udp-n-acetylglucosamine 2-epimerase	udp-n-acetylglucosamine 2-epim	1
Cluster specific intermediate	M	catalyzes conversion udp-4-keto-arabinose udp- ara4o udp-4-amino-4-deoxy-l-arabinose udp-l-ara4n. modified arabinose attached lipid required resistance polymyxin cationic antimicrobial peptides	catalyzes conversion udp-4-ket	5
Cluster specific intermediate	M	outer membrane pgaa	outer membrane pgaa	4
Cluster specific intermediate	M	dtdp-glucose 46-dehydratase	dtdp-glucose 46-dehydratase	1
Cluster specific intermediate	M	udp-glucose 6-dehydrogenase	udp-glucose 6-dehydrogenase	1
Cluster specific intermediate	M	yd repeat	yd repeat	13
Cluster specific intermediate	M	capsular polysaccharide biosynthesis	capsular polysaccharide biosyn	1
Cluster specific intermediate	M	catalyzes formation dtdp-glucose dttp glucose 1-phosphate well pyrophosphorolysis	catalyzes formation dtdp-gluco	3
Cluster specific intermediate	M	outer membrane autotransporter barrel	outer membrane autotransporter	2
Cluster specific intermediate	M	rhs repeat	rhs repeat	1
Cluster specific intermediate	M	polysaccharide metabolism	polysaccharide metabolism	1
Cluster specific intermediate	M	capsular polysaccharide synthesis	capsular polysaccharide synthe	1
Cluster specific intermediate	M	gdp-fucose synthetase	gdp-fucose synthetase	1
Cluster specific intermediate	M	outer membrane	outer membrane	21
Cluster specific intermediate	M	o-antigen polymerase	o-antigen polymerase	1
Cluster specific intermediate	M	k12990 rhamnosyltransferase ec 2.4.1	k12990 rhamnosyltransferase ec	1
Cluster specific intermediate	M	outer membrane x	outer membrane x	2
Cluster specific intermediate	M	outer membrane usher	outer membrane usher	10
Cluster specific intermediate	M	teichoic acid biosynthesis	teichoic acid biosynthesis	1
Cluster specific intermediate	M	glycosyl transferase group 1	glycosyl transferase group 1	6
Cluster specific intermediate	M	gdp-mannose 46-dehydratase	gdp-mannose 46-dehydratase	1
Cluster specific intermediate	M	cog outer membrane autotransporter	cog outer membrane autotranspo	1
Cluster specific intermediate	M	cellulose synthase regulator	cellulose synthase regulator	1
Cluster specific intermediate	M	pronog outer membrane adhesin	pronog outer membrane adhesin	1
Cluster specific intermediate	M	rhs element vgr	rhs element vgr	5
Cluster specific intermediate	M	n-acetylneuraminate synthase	n-acetylneuraminate synthase	1
Cluster specific intermediate	L	iscro1 transposase	iscro1 transposase	6
Cluster specific intermediate	L	cog antirestriction	cog antirestriction	1
Cluster specific intermediate	L	prophage injection	prophage injection	1
Cluster specific intermediate	L	integrase core	integrase core	2
Cluster specific intermediate	L	is3 mobile element-associated	is3 mobile element-associated	1
Cluster specific intermediate	L	replicative helicase	replicative helicase	1
Cluster specific intermediate	L	single-stranded dna-binding	single-stranded dna-binding	2
Cluster specific intermediate	L	insertion element iso-is1n	insertion element iso-is1n	1
Cluster specific intermediate	L	n-6 methylase	n-6 methylase	1
Cluster specific intermediate	L	unknown duf927	unknown duf927	1
Cluster specific intermediate	L	dna-binding prophage	dna-binding prophage	1
Cluster specific intermediate	L	transposase is3 is911	transposase is3 is911	1
Cluster specific intermediate	L	mule transposase	mule transposase	1
Cluster specific intermediate	L	unknown duf2726	unknown duf2726	1
Cluster specific intermediate	L	damaged site wraps around one uvrb monomer. wrap dependent atp binding uvrb probably causes local melting helix facilitating insertion uvrb beta-hairpin between strands. uvrb probes one strand presence lesion. lesion found uvra subunits dissociate uvrb-dna preincision complex formed. complex subsequently bound uvrc second uvrb released. lesion found wraps around uvrb check stand damage	damaged site wraps around one 	1
Cluster specific intermediate	L	istb atp-binding	istb atp-binding	2
Cluster specific intermediate	L	replication o	replication o	2
Cluster specific intermediate	L	is629 orf1	is629 orf1	3
Cluster specific intermediate	L	cog transposase	cog transposase	2
Cluster specific intermediate	L	acts load dnab helicase onto intiation site durning replication	acts load dnab helicase onto i	1
Cluster specific intermediate	L	integrase catalytic	integrase catalytic	5
Cluster specific intermediate	L	type iii restriction-modification	type iii restriction-modificat	3
Cluster specific intermediate	L	atpase involved repair	atpase involved repair	1
Cluster specific intermediate	L	is1 transposase	is1 transposase	1
Cluster specific intermediate	L	moba mobl	moba mobl	2
Cluster specific intermediate	L	type iii restriction res	type iii restriction res	1
Cluster specific intermediate	L	conjugative transfer trai	conjugative transfer trai	2
Cluster specific intermediate	L	phage integrase	phage integrase	2
Cluster specific intermediate	L	rece known exonuclease viii pathway alternative pathway initiation homologous recombination escherichia coli. rece pathway activated recb recc sbca suppressors recb recc mutants. activation rece pathway results production two phage proteins relevant recombinational repair. rece duplex dna-specific exonuclease produces 3 overhangs duplex preferentially degrading 5-ending strands. recombinational repair e.coli chromosomal involves well proteins reca recf recj reco recr ruvc	rece known exonuclease viii pa	2
Cluster specific intermediate	L	trwc relaxase	trwc relaxase	1
Cluster specific intermediate	L	iscro1 transposase b	iscro1 transposase b	1
Cluster specific intermediate	L	cytosine-specific methyltransferase	cytosine-specific methyltransf	1
Cluster specific intermediate	L	phage replication	phage replication	1
Cluster specific intermediate	L	dead deah box helicase	dead deah box helicase	2
Cluster specific intermediate	L	transposase is204 is1001 is1096 is1165	transposase is204 is1001 is109	1
Cluster specific intermediate	L	unknown duf303	unknown duf303	3
Cluster specific intermediate	L	endonuclease resolves holliday junction intermediates homologous genetic recombination repair. exhibits sequence structure-selective cleavage four-way junctions introduces symmetrical nicks two strands polarity 5 side dinucleotides. corrects defects genetic recombination repair associated inactivation ruvab ruvc	endonuclease resolves holliday	2
Cluster specific intermediate	L	reverse transcriptase rna-dependent polymerase	reverse transcriptase rna-depe	2
Cluster specific intermediate	L	is630 transposase	is630 transposase	2
Cluster specific intermediate	L	dna-invertase lambdoid prophage	dna-invertase lambdoid prophag	1
Cluster specific intermediate	L	d12 class n6 adenine-specific methyltransferase	d12 class n6 adenine-specific 	3
Cluster specific intermediate	L	istb atp binding domain-containing	istb atp binding domain-contai	1
Cluster specific intermediate	L	crispr-associated cse3	crispr-associated cse3	1
Cluster specific intermediate	L	excinuclease abc	excinuclease abc	1
Cluster specific intermediate	L	c-5 cytosine-specific methylase	c-5 cytosine-specific methylas	1
Cluster specific intermediate	L	is600 orf1	is600 orf1	3
Cluster specific intermediate	L	crispr-associated cse1	crispr-associated cse1	1
Cluster specific intermediate	L	pronog exodeoxyribonuclease viii	pronog exodeoxyribonuclease vi	1
Cluster specific intermediate	L	rna-directed polymerase	rna-directed polymerase	7
Cluster specific intermediate	O	type iii secretion	type iii secretion	1
Cluster specific intermediate	O	serine protease	serine protease	3
Cluster specific intermediate	O	peptidase u32	peptidase u32	1
Cluster specific intermediate	O	fes assembly atpase sufc	fes assembly atpase sufc	1
Cluster specific intermediate	O	residues 2 179 179 100.00 pct identical residues 1 178 178 swissprot.40 sp p42190 papkecoli papk precursor	residues 2 179 179 100.00 pct 	1
Cluster specific intermediate	O	whole genome shotgun sequence	whole genome shotgun sequence	1
Cluster specific intermediate	O	protease act efficient specific deubiquitinating enzyme vitro. possess desumoylating deneddylating activities. physiological substrate	protease act efficient specifi	2
Cluster specific intermediate	O	suppressor copper-sensitivity d	suppressor copper-sensitivity 	1
Cluster specific intermediate	O	part elfadcg-ycbuvf fimbrial operon promotes adhesion bacteria different abiotic surfaces. required biogenesis elfa fimbriae	part elfadcg-ycbuvf fimbrial o	1
Cluster specific intermediate	O	cleaves type-4 fimbrial leader sequence methylates n-terminal generally phe residue	cleaves type-4 fimbrial leader	1
Cluster specific intermediate	O	aaa atpase central	aaa atpase central	1
Cluster specific intermediate	O	atp-dependent clp protease proteolytic	atp-dependent clp protease pro	2
Cluster specific intermediate	O	fimbrial chaperone	fimbrial chaperone	1
Cluster specific intermediate	N	flagellar biosynthetic flhb	flagellar biosynthetic flhb	1
Cluster specific intermediate	N	flagellar motor switch	flagellar motor switch	2
Cluster specific intermediate	N	tail component prophage	tail component prophage	1
Cluster specific intermediate	N	type iii secretion	type iii secretion	2
Cluster specific intermediate	N	methyl-accepting chemotaxis	methyl-accepting chemotaxis	1
Cluster specific intermediate	N	cleaves type-4 fimbrial leader sequence methylates n-terminal generally phe residue	cleaves type-4 fimbrial leader	1
Cluster specific intermediate	Q	amidohydrolase 2	amidohydrolase 2	1
Cluster specific intermediate	Q	nog hemolysin-type calcium-binding	nog hemolysin-type calcium-bin	1
Cluster specific intermediate	Q	siderophore biosynthesis	siderophore biosynthesis	1
Cluster specific intermediate	Q	sam-dependent methyltransferase	sam-dependent methyltransferas	1
Cluster specific intermediate	Q	lytic enzyme	lytic enzyme	1
Cluster specific intermediate	Q	alkyl sulfatase	alkyl sulfatase	2
Cluster specific intermediate	Q	peptide synthetase	peptide synthetase	1
Cluster specific intermediate	P	part abc transporter complex lsrabcd involved autoinducer 2 ai-2 import. binds ai-2 delivers lsrc lsrd permeases	part abc transporter complex l	1
Cluster specific intermediate	P	toxic anion resistance	toxic anion resistance	1
Cluster specific intermediate	P	cog tellurium resistance	cog tellurium resistance	1
Cluster specific intermediate	P	ferric reductase	ferric reductase	2
Cluster specific intermediate	P	gluconate transporter	gluconate transporter	1
Cluster specific intermediate	P	ferric enterobactin transport	ferric enterobactin transport	2
Cluster specific intermediate	P	destroys radicals normally produced within cells toxic biological systems	destroys radicals normally pro	1
Cluster specific intermediate	P	probably acts electrical shunt outwardly- directed proton pump linked amino acid decarboxylation part extreme acid resistance xar response	probably acts electrical shunt	1
Cluster specific intermediate	P	trat complement resistance	trat complement resistance	1
Cluster specific intermediate	P	abc transporter permease	abc transporter permease	4
Cluster specific intermediate	P	inorganic phosphate transmembrane transporter activity	inorganic phosphate transmembr	1
Cluster specific intermediate	S	tail assembly	tail assembly	2
Cluster specific intermediate	S	unknown duf2474	unknown duf2474	2
Cluster specific intermediate	S	unknown duf1440	unknown duf1440	1
Cluster specific intermediate	S	pronog sir2 nad-dependent deacetylase	pronog sir2 nad-dependent deac	1
Cluster specific intermediate	S	unknown duf3164	unknown duf3164	1
Cluster specific intermediate	S	espa-like secreted	espa-like secreted	2
Cluster specific intermediate	S	acetyltransferase gnat	acetyltransferase gnat	1
Cluster specific intermediate	S	pronog atp-binding	pronog atp-binding	2
Cluster specific intermediate	S	phosphoadenosine phosphosulfate reductase	phosphoadenosine phosphosulfat	1
Cluster specific intermediate	S	prophage minor tail z	prophage minor tail z	1
Cluster specific intermediate	S	late control d	late control d	3
Cluster specific intermediate	S	major type 1 fimbrin	major type 1 fimbrin	4
Cluster specific intermediate	S	plasmid stabilisation	plasmid stabilisation	1
Cluster specific intermediate	S	caudovirales tail fibre assembly	caudovirales tail fibre assemb	1
Cluster specific intermediate	S	abc transporter atp-binding	abc transporter atp-binding	1
Cluster specific intermediate	S	unknown duf1281	unknown duf1281	1
Cluster specific intermediate	S	dna-damage-inducible j	dna-damage-inducible j	1
Cluster specific intermediate	S	uncharacterized conserved bacteria duf2184	uncharacterized conserved bact	1
Cluster specific intermediate	S	polysaccharide pyruvyl transferase	polysaccharide pyruvyl transfe	3
Cluster specific intermediate	S	phage virion morphogenesis	phage virion morphogenesis	2
Cluster specific intermediate	S	unknown duf1320	unknown duf1320	1
Cluster specific intermediate	S	unknown duf2591	unknown duf2591	1
Cluster specific intermediate	S	unknown duf1219	unknown duf1219	1
Cluster specific intermediate	S	mobb relaxase mobilization	mobb relaxase mobilization	1
Cluster specific intermediate	S	unknown duf1076	unknown duf1076	8
Cluster specific intermediate	S	mth538 tir-like duf1863	mth538 tir-like duf1863	1
Cluster specific intermediate	S	shiga toxin	shiga toxin	1
Cluster specific intermediate	S	zonular occludens toxin zot	zonular occludens toxin zot	1
Cluster specific intermediate	S	nucleotidyl transferase unknown duf1814	nucleotidyl transferase unknow	1
Cluster specific intermediate	S	enzyme atpase activity	enzyme atpase activity	1
Cluster specific intermediate	S	baseplate j-like	baseplate j-like	2
Cluster specific intermediate	S	uncharacterized conserved bacteria duf2191	uncharacterized conserved bact	1
Cluster specific intermediate	S	wxcm-like c-terminal	wxcm-like c-terminal	3
Cluster specific intermediate	S	metal-dependent hydrolase	metal-dependent hydrolase	1
Cluster specific intermediate	S	unknown duf2726	unknown duf2726	1
Cluster specific intermediate	S	acyltransferase 3	acyltransferase 3	1
Cluster specific intermediate	S	phage baseplate	phage baseplate	1
Cluster specific intermediate	S	hipa-like c-terminal	hipa-like c-terminal	1
Cluster specific intermediate	S	repeat unknown duf347	repeat unknown duf347	1
Cluster specific intermediate	S	pronog competence coia-like	pronog competence coia-like	1
Cluster specific intermediate	S	wave lipopolysaccharide synthesis	wave lipopolysaccharide synthe	1
Cluster specific intermediate	S	cog conserved	cog conserved	1
Cluster specific intermediate	S	pronog integrase	pronog integrase	2
Cluster specific intermediate	S	tail sheath	tail sheath	4
Cluster specific intermediate	S	rhs element vgr	rhs element vgr	4
Cluster specific intermediate	S	inner membrane yeea	inner membrane yeea	2
Cluster specific intermediate	S	nucleoprotein polynucleotide-associated enzyme	nucleoprotein polynucleotide-a	1
Cluster specific intermediate	S	pct identical residues 1 161 260 genpept.129 gb aal67392.1 af44781460 af447814 intergenic-region escherichia coli	pct identical residues 1 161 2	1
Cluster specific intermediate	S	threonine efflux	threonine efflux	1
Cluster specific intermediate	S	unknown duf1877	unknown duf1877	1
Cluster specific intermediate	S	pronog collagen triple helix repeat-containing	pronog collagen triple helix r	1
Cluster specific intermediate	S	unknown duf935	unknown duf935	1
Cluster specific intermediate	S	unknown duf3732	unknown duf3732	1
Cluster specific intermediate	S	oligosaccharide biosynthesis alg14	oligosaccharide biosynthesis a	1
Cluster specific intermediate	S	k13735 adhesin invasin	k13735 adhesin invasin	2
Cluster specific intermediate	S	pronog atpase involved repair	pronog atpase involved repair	1
Cluster specific intermediate	S	cog tape measure	cog tape measure	1
Cluster specific intermediate	S	head-tail joining	head-tail joining	1
Cluster specific intermediate	S	inner membrane yedr	inner membrane yedr	1
Cluster specific intermediate	S	phage p2 gpu	phage p2 gpu	1
Cluster specific intermediate	S	unknown duf1018	unknown duf1018	2
Cluster specific intermediate	S	plasmid stabilization	plasmid stabilization	1
Cluster specific intermediate	S	tail completion r	tail completion r	1
Cluster specific intermediate	S	37-kd nucleoid-associated bacterial	37-kd nucleoid-associated bact	1
Cluster specific intermediate	S	unknown duf1643	unknown duf1643	1
Cluster specific intermediate	S	pronog 40-residue yvtn beta-propeller repeat	pronog 40-residue yvtn beta-pr	1
Cluster specific intermediate	S	unknown duf2635	unknown duf2635	1
Cluster specific intermediate	S	bacterial unknown duf977	bacterial unknown duf977	7
Cluster specific intermediate	S	unknown duf3383	unknown duf3383	1
Cluster specific intermediate	S	unknown duf1391	unknown duf1391	3
Cluster specific intermediate	S	unknown duf3279	unknown duf3279	1
Cluster specific intermediate	S	baseplate assembly	baseplate assembly	4
Cluster specific intermediate	S	rac prophage	rac prophage	1
